Temperature,Humidity,Pressure,Vibration Level
0.5876567611951996,0.7497015164789478,0.39530890173180605,0.3876575248183898
0.29679105435652525,0.1655616932709466,0.5536652752527286,0.4222967825369159
0.4192241553881967,0.9132562057171091,0.6185704154662997,0.45868036714044247
0.30754494225899154,0.5790615557767239,0.5718953310665067,0.5774249604890558
0.3131007545135369,0.7662274225106275,0.5996047685805816,0.4024546642321281
0.3381655753062721,0.4440141109311704,0.4243204911430539,0.23968558634536438
0.4444267543267426,0.6919160857593855,0.3578189333258156,0.4681434253006828
0.30425027566730456,0.4419876655239515,0.6501333651955487,0.7749704837238038
0.6511512251147042,0.5064346558956292,0.4677320161157864,0.2668415634043566
0.22107853955609924,0.8871047030800179,0.47491669835449524,0.05636767383233962
0.3626256711677282,0.571397639885498,0.6328194141849058,0.5767701673217431
0.31205378834516506,0.6326149309769584,0.555623000940066,0.2699047090116004
0.6893955768707466,0.7305101596033131,0.5455887772081608,0.0
0.43931095530231495,0.6743522831958907,0.7165002344901084,0.5118554192876054
0.606368907893727,0.6225628357715365,0.4356481769619857,0.1661679535115193
0.1028879253926056,0.6547441503699338,0.5927840128081238,0.2773666794239598
0.4534100531738518,0.9605123377857412,0.5057013124897084,0.3829950826422536
0.5779261591246875,0.5913571804449622,0.5268592278863257,0.3476249199447666
0.4164567978550849,0.6301648570072451,0.6528468426412531,0.47736295428475983
0.6130960750130703,0.7575981594011418,0.5507835756289624,0.19112840735753917
0.2965423099799256,0.7658288899436976,0.5538296079049633,0.42827644954402067
0.681869488037116,0.778054545834057,0.6072507337309803,0.23511333060402068
0.8597796247238501,0.6958095333043777,0.46350472704571144,0.4847026202218757
0.3274322879120682,0.42854926309042746,0.41607903326609935,0.45384187100326334
0.31089949571984565,0.8450147298451643,0.39551908059789664,0.06614032448885115
0.6906768954235403,0.4280481910471968,0.30336434106239984,0.571495529043758
0.7159144291461426,0.645395319785855,0.7056207129940322,0.16600913872148798
0.2954279945693464,0.4868586224970963,0.3896791634278317,0.5020144495702863
0.31596263658082857,0.5903792480110511,0.4778746376414228,0.39182182835033513
0.3436430782278986,0.649314361545522,0.47231867001110794,0.7595459191987806
0.13110989779314458,0.6482035823175409,0.5307406697809101,0.24413350440703696
0.21626961070316036,0.6632881131352927,0.5815737212539297,0.2126708009704506
0.19917184664958643,0.842056690358797,0.5860473488359745,0.29514509852806686
0.2464404869791743,0.6680301452270969,0.44169225614310614,0.22420505429143112
0.3930630225226438,0.5633765047064027,0.48328782862135883,0.49998547548551253
0.44684294650730416,0.7446130752432536,0.52825799504883,0.0
0.7101000985628154,0.7784205733386961,0.4751308873816453,0.03657939521341147
0.20032919185224182,0.41585882772945115,0.6607345576019993,0.033049269605201714
0.5968644796953168,0.6896100104774787,0.5490974951638251,0.5375768979933939
0.35720223115489824,0.7051759113466347,0.5734877786049818,0.7276533431454812
0.3901072580695134,0.5553654744960012,0.5662881268667412,0.2738876953656321
0.5349638984333208,0.8063560219967429,0.6173473857485325,0.2577945692024973
0.1754555956875403,0.5774916619451209,0.5181021558703707,0.31751304077829534
0.47648194923681014,0.6188364680207313,0.37031680520441534,0.5904695756520476
0.4332904416426112,0.5740392263574196,0.5399687951752642,0.06816171645235647
0.49849025280162984,0.6023368571372201,0.4348643106208171,0.3595922456836963
0.45783372878156364,0.4355587369657197,0.4471383318250243,0.5437994074456074
0.8910600279821789,0.38399236761085587,0.5586364018755093,0.4252735424849613
0.27245200314973683,0.8391757594837458,0.6238283071433636,0.34739540414968584
0.2938006089996365,0.47295579775225083,0.5021271576736062,0.5502615231417853
0.27537189471504714,0.4512911475815539,0.5308833012598964,0.0
0.28890457616794907,0.27699148295944276,0.6702214944635239,0.46946882988272687
0.27252257453869644,0.5041557378465746,0.5240753179488569,0.13648107921814404
0.6378033062215104,0.4015365309888752,0.7601683114180395,0.0
0.684100849597971,0.8463022740204553,0.5565509645631544,0.42780064988124517
0.2858507412501048,0.7514725634013951,0.3239237240844182,0.6434146362907394
0.23352888537915428,0.4967774482233414,0.5753341621104533,0.26563787134307704
