maxIteration,Clusters,Workers,ByteSize,RecordCount,FeaturesCount,ExecutionSpeed,Accuracy,Algorithm
10,2,2,320,10,3,4.8841917514801025,2.066220401162131,KMeans
10,2,2,320,10,3,1.844353199005127,1.8041452773420272,BisectingKMeans
10,2,2,320,10,3,4.349393367767334,4.483856380269875,GaussianMixture
25,2,2,320,10,3,1.032240629196167,2.066220401162131,KMeans
25,2,2,320,10,3,1.925919771194458,1.8041452773420272,BisectingKMeans
25,2,2,320,10,3,1.0946173667907715,4.483856380269875,GaussianMixture
50,2,2,320,10,3,0.7564253807067871,2.066220401162131,KMeans
50,2,2,320,10,3,2.9246718883514404,1.8041452773420272,BisectingKMeans
50,2,2,320,10,3,0.7748141288757324,4.483856380269875,GaussianMixture
10,3,2,320,10,3,0.5916652679443359,1.2475207475737937,KMeans
10,3,2,320,10,3,1.1450591087341309,1.290025174832782,BisectingKMeans
10,3,2,320,10,3,0.8183696269989014,15.154452982127628,GaussianMixture
25,3,2,320,10,3,0.5228667259216309,1.2475207475737937,KMeans
25,3,2,320,10,3,2.3229379653930664,1.290025174832782,BisectingKMeans
25,3,2,320,10,3,1.443706750869751,66.29911616733132,GaussianMixture
50,3,2,320,10,3,0.47127199172973633,1.2475207475737937,KMeans
50,3,2,320,10,3,4.133102655410767,1.290025174832782,BisectingKMeans
50,3,2,320,10,3,2.6971845626831055,74.02583270716167,GaussianMixture
10,5,2,320,10,3,0.49823451042175293,0.4085426480108265,KMeans
10,5,2,320,10,3,1.417154312133789,0.7160353520846465,BisectingKMeans
10,5,2,320,10,3,0.6335582733154297,78.91824363589714,GaussianMixture
25,5,2,320,10,3,0.45047998428344727,0.4085426480108265,KMeans
25,5,2,320,10,3,2.8850576877593994,0.7160353520846465,BisectingKMeans
25,5,2,320,10,3,1.2907047271728516,101.11946997494408,GaussianMixture
50,5,2,320,10,3,0.43787312507629395,0.4085426480108265,KMeans
50,5,2,320,10,3,5.1930766105651855,0.7160353520846465,BisectingKMeans
50,5,2,320,10,3,2.3536782264709473,47.10400749859575,GaussianMixture
10,2,2,480,10,5,0.7325236797332764,3.066719885747627,KMeans
10,2,2,480,10,5,0.6045253276824951,3.757356368648159,BisectingKMeans
10,2,2,480,10,5,0.7624709606170654,-2.9165219276678807,GaussianMixture
25,2,2,480,10,5,0.5362339019775391,3.066719885747627,KMeans
25,2,2,480,10,5,1.079765796661377,3.757356368648159,BisectingKMeans
25,2,2,480,10,5,1.1596224308013916,28.55972290309049,GaussianMixture
50,2,2,480,10,5,0.4673149585723877,3.066719885747627,KMeans
50,2,2,480,10,5,1.8814024925231934,3.757356368648159,BisectingKMeans
